Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
45990.12374,6.788986819,7.207150836,3.36,41553.83956,1043968.399,"237 Stephanie Corner
West Thomas, FL 46330"
76801.49678,6.264613212,7.343435592,5.44,48481.66451,1673294.246,"69955 Kenneth Garden
Brandonstad, GU 24710-6505"
61606.92174,6.89584933,6.004365015,2.06,40496.06977,1325860.533,"Unit 9785 Box 0790
DPO AP 60371-0797"
65428.3117,6.528543309,7.640040242,5.41,33141.30823,1236044.316,"89223 Walter Roads
New Michelle, NE 63488-7495"
56697.58515,6.396024279,6.463455068,2.13,37973.36334,1030759.7,"981 Gray Way Suite 788
Juliefurt, SC 97233"
92151.66658,5.640918859,6.509836777,2.21,37067.68246,1609581.804,"53516 Michael Greens
South Scottbury, MP 82773"
78555.93285,5.904536932,6.211583196,3.39,29758.99972,1292287.095,"6513 Terrell Camp Suite 520
South Tiffanytown, TX 35726"
72204.15622,5.33803219,7.617082958,5.25,28943.15764,1057697.703,"565 Lee Glens Suite 921
Austinland, MI 07393"
51741.87097,7.694068722,4.406835938,2.45,32730.92971,768152.791,"107 Archer Inlet
South Megan, ME 03090"
71082.11278,7.608168693,6.69972914,4.36,31327.51888,1513427.551,"967 Susan Union Apt. 653
Costastad, IA 98079-8428"
71328.70444,6.62166574,6.93275635,4.36,28053.0164,1429497.617,"510 Williams Inlet Apt. 674
New Timothymouth, TN 72339"
67150.06069,6.442420803,7.842278374,3.01,39917.87889,1376969.929,"16913 John Fall
New Lisa, NM 04867-0517"
59777.37269,4.681452167,5.709652814,2.43,37836.51782,614700.7371,"73229 Andrew Trace
Alyssastad, WA 60269-5659"
62725.40054,5.960139167,7.053248076,5.39,19750.68908,780608.9935,"812 Salazar Ford
Tylerhaven, MI 62448-7958"
65533.41492,5.948015641,6.727120954,4.37,25002.19225,856548.9441,"PSC 4589, Box 3480
APO AA 84355-0532"
78293.70356,5.967157157,6.600855739,2.23,47125.53294,1656080.089,"3114 Garcia Centers
Bettyport, SD 06524-6877"
74371.33688,6.720799207,6.728642775,4.27,33186.70176,1249914.079,"784 Gray Gardens Suite 341
West Michael, WA 27160"
56664.40439,6.924423085,6.236005985,2.13,28364.28666,817460.4216,"7022 Smith Cliffs Apt. 317
Moseschester, MI 12476-3003"
60058.90615,6.367112535,5.982669477,4.38,33581.82371,990893.1601,"37513 Robert Courts
New Sarahfurt, PR 15188"
63757.05147,5.805475824,8.084123474,4.1,27244.43911,972079.5876,"5098 Pittman Spring Apt. 987
Heathershire, CO 24944"
81026.60678,6.27811119,8.133307932,4.29,24407.24318,1349989.647,"USCGC Johnson
FPO AA 50443-5069"
83683.36054,6.083634063,7.167066817,3.48,38399.83571,1303542.283,"715 Jones Glens
New Melanieborough, DC 66078"
56103.917,4.725540703,4.129733361,3.4,41330.60856,593766.1848,"7291 Tammy Run
Farrellside, HI 31913-1175"
67454.2131,4.832160529,7.573134684,4.1,49237.40432,1243918.811,"206 Huang Junction Suite 611
West Samanthashire, NH 29756"
67631.23514,8.301924703,6.491297609,2.32,24624.6478,1395855.656,"3127 Melanie Neck Apt. 951
Davisbury, DE 43748"
52988.0296,6.995183898,7.098708924,3.44,37791.01751,1112314.303,"775 Leach Shore Apt. 133
West Donaldside, FL 03465-3770"
59549.91391,6.609092096,5.943765122,2.34,14906.24662,850010.1816,"2196 Lowe Glen
Mitchellfurt, ME 99955-5825"
58832.50404,5.819522121,7.559578681,5.13,30200.10651,931787.6179,"93907 Gross Mall Apt. 112
Randyport, ND 03786"
76717.37134,5.44085015,6.061395449,4.45,34944.0686,1011140.799,"39152 Henderson Lights Suite 980
New Michaelfort, MH 75123-0177"
73422.8322,5.327629541,4.69394693,3.42,50997.64971,1190442.123,"71055 Margaret Stravenue
Jesusshire, FM 69643-5179"
59128.31877,5.88630988,5.571042791,2.23,45592.38758,916140.2212,"2497 Williams Meadows
Lake Meganton, OK 76795"
65614.78487,5.343725251,7.610386208,6.5,39353.68393,1222045.091,"55752 Erica Springs
South Deborahberg, AK 58067-2651"
68851.402,7.060172147,6.771951062,2.34,22121.54729,1232156.012,"4756 Christopher Lane
Lake Lauraborough, MT 35794-4306"
43531.85659,6.451254749,6.885661622,2.14,37388.8526,652752.9727,"12008 Lee Parkway Suite 046
Summerston, CT 95726-5540"
53763.52801,7.336375104,7.533218756,5.15,32306.66852,1219846.919,"34265 Coleman Flats
Rothfort, KY 38490"
68948.40633,8.485443766,8.258065887,5.06,40078.54357,2050988.497,"61907 Jeffrey Street Suite 887
Cummingsberg, IN 54323-4230"
70795.29885,6.210044557,7.582601532,3.35,29887.45168,1359052.846,"370 Huynh Turnpike
Troyfort, NH 25371"
72443.69473,5.045013623,8.000120823,6.22,31190.6707,1308773.078,"795 Mathis Valley
Lake Judyhaven, OK 97082-1217"
82781.64934,5.668081747,7.511383044,4.14,39587.95296,1573998.902,"064 Eric Isle
West Carlos, MS 38813-0363"
67428.64356,5.494795166,7.565060629,6.36,40897.02521,1182980.604,"PSC 1211, Box 3865
APO AA 83963"
65841.30879,5.587064649,6.490281845,2.07,48253.27664,1029861.623,"92901 Ray Green Apt. 953
Ricehaven, FL 10526-1650"
72257.50957,5.046905795,6.713334011,4.32,33543.04806,1085943.076,"894 Kelley Forks Apt. 702
Port Joanne, AR 01028"
74243.74684,6.25881632,7.802437608,4.27,40328.23344,1713351.394,"PSC 6960, Box 0333
APO AA 78454-0482"
71758.58762,6.17278582,6.909676901,2.2,42115.14602,1297619.348,"PSC 0599, Box 0119
APO AP 10621"
67511.12733,6.671741423,6.801278162,3.36,23162.54734,1096052.868,"3419 Smith Orchard Suite 230
Port Jacob, DC 58275-0126"
71301.00707,7.281558213,8.452274921,4.03,44869.50695,1920527.53,"1039 Douglas Creek
Lake Sarah, RI 65939-0004"
55784.47534,8.118399939,6.176659565,2.34,29304.17222,1035171.06,"424 Crystal Landing Suite 616
Port Garystad, KS 50589-4622"
66840.69532,6.705514007,7.044911118,6.28,32705.94933,1218011.061,"628 Peterson Locks Suite 809
Meyermouth, KY 45309"
58098.04984,7.356870637,6.449420818,3.42,43299.01077,1106705.011,"USS Noble
FPO AA 64897-0998"
66252.14479,5.238126269,5.709671826,3.14,33656.23096,664978.8738,"38431 Gomez Motorway
Patriciahaven, AS 32966"
73226.20051,6.723350218,7.194271726,4.03,30464.04404,1316129.309,"77306 Ann Plains
Toddchester, VT 06518-1374"
70138.51256,6.319456523,6.599789184,4.37,33434.11259,1398760.047,"PSC 2070, Box 5168
APO AA 16531-0242"
65041.69131,6.202875145,6.088335078,4.17,14486.82595,759799.8758,"949 Joshua Route Suite 675
Luiston, AR 44078"
68167.07984,5.981856487,6.658310366,2.47,13977.62978,776906.3269,"227 Willis Divide
Petersview, ID 30955"
61300.75352,5.662525533,7.869698636,4.42,29408.94639,971928.9869,"791 Emily Key
North Alexandria, GU 40441-0920"
65175.54822,6.578546624,6.711383337,3.45,29829.0628,1180091.498,"5837 Aguilar Parks
Tanyashire, FM 11641"
79037.52157,6.043842699,6.572367699,2.24,30037.99135,1201785.667,"04705 Pacheco Fields
West Stephanie, SC 35286"
75985.80472,6.439202554,7.385555041,5.34,50003.08659,1591234.773,"2680 Jennifer Extensions Apt. 775
North Mike, AK 44839"
35963.33081,3.438546514,8.264121726,3.28,24435.7773,143027.3645,"166 Terry Grove
South Michaelhaven, PR 18054"
65069.90172,6.169046083,5.729563124,3.45,36778.29264,1091143.399,"77298 Tracy Valley Apt. 122
Whiteville, WA 04277"
60712.19769,6.266859797,7.010051889,3.29,47783.30489,1249173.691,"318 Erica Dam Apt. 542
East Kimberlyborough, GA 75984"
77456.1916,7.188786556,8.038649955,3.29,45581.92161,2002028.632,"9073 White Hills Apt. 440
Port Ericfort, DC 95391"
61370.32349,6.529605446,6.606743697,4.3,20600.511,824540.8964,"7756 Martin Row
East Kevinside, IL 31478-4239"
79863.28594,6.697263672,6.376060218,3.05,35048.26334,1511526.921,"622 Duncan Stream
West Timothyberg, AZ 17463-7935"
57980.95419,6.150067074,8.195579098,6.31,25053.9749,994257.5352,"0379 Hale Path Suite 053
South Hailey, NC 34885-9166"
63600.68699,7.403052279,5.728417583,2.03,53539.19695,1345296.554,"636 Bryan Light Suite 972
Port Daniel, MT 80278-9913"
62113.52207,5.000496142,8.328555995,6.02,29401.14446,1166399.672,"3978 Jacob Expressway Suite 998
Port Philipchester, ID 93126-7393"
82810.89479,7.089076786,6.806536055,4.39,39779.64723,1820981.219,"55494 Robin Orchard
East Nicholas, MP 49146-3130"
69380.83777,6.185505942,6.115470081,4.16,25327.6867,1023965.403,"5119 Hess Circles
Gouldview, FM 26660"
69632.04046,4.691106301,5.563805068,2.22,34641.56508,889385.9016,"USS Harris
FPO AP 57241-4816"
60377.60711,3.987009788,7.035223614,4.06,29114.28814,616738.2083,"688 Hernandez Place Apt. 978
Marisaland, NJ 30710-3277"
82103.49934,6.650746733,7.343427611,6.19,49015.28465,1784260.849,"112 Bradley Knoll
North Tylerburgh, IA 39925"
49856.2305,6.81845289,7.080153739,5.38,51528.83585,1050541.314,"Unit 6923 Box 8144
DPO AP 20812"
68386.9825,6.758728424,6.808714574,2.11,37894.64968,1389223.607,"USNS Beard
FPO AA 45652-4890"
78288.95759,6.401757145,7.912674755,5.17,29197.3365,1423908.258,"USS Levy
FPO AP 10092-3601"
60762.46566,4.76898851,8.298090336,3.05,46303.3646,1069238.5,"35040 Mark Via
West Stacey, FL 16909"
58913.30315,5.482266406,7.99448863,3.21,45563.71701,1007856.266,"058 Megan Circles Suite 646
Joyceland, CA 71806-0166"
65580.05597,4.632527413,6.561204277,3,48220.31523,924346.1648,"140 Whitney Alley
Mccartyside, AZ 49843"
77021.4165,6.269371897,7.665643101,3.35,27855.39454,1453312.468,"170 Erickson Keys Suite 106
North Cheryl, RI 98322-7567"
78276.57243,4.386270795,5.218507156,4.27,21371.92379,782656.0804,"5534 Lang Circle Apt. 477
Port Brianshire, MT 26767"
71336.15008,4.893013125,7.701407169,3.22,25377.13674,803689.1519,"711 Brown Streets
West Christinahaven, MA 80655"
77528.123,6.860067598,7.739400146,4.26,23976.71385,1439875.64,"23394 Jacobson Rapid Apt. 025
Davischester, AR 89328"
68195.03375,6.621485857,7.801897069,6.11,26921.60365,1270869.783,"714 Snyder Ways Suite 823
Port Patriciaberg, PA 43026"
70834.02071,4.304375946,7.481930316,5.47,53490.13478,1347279.207,"48921 Jamie Radial
East Lorihaven, PA 07539-1028"
94670.04592,6.926414307,8.340524425,4.41,39522.90957,2186194.793,"401 Michael Drives Apt. 391
Port Lisa, TN 44690"
48524.42769,7.398109966,6.604115958,2.13,41554.0704,1082486.679,"368 Christine Mews Suite 162
Port Justinchester, NV 08842-1981"
83403.44525,7.005353144,9.404851241,3.32,26319.72001,1700109.608,"USNV Myers
FPO AA 04299"
75219.09502,7.25142968,6.614439024,3.36,37863.58218,1623100.84,"16051 Jared Centers Apt. 104
Port Greg, AL 02346-6849"
68145.92039,5.474098801,5.786855348,3.22,39187.76583,943309.4486,"0470 Marquez Forest Apt. 954
Gutierrezfort, ND 37099"
84913.97675,4.759494793,6.514700261,2.17,46136.0299,1409684.485,"53800 William Causeway Suite 602
Wallaceland, TX 92881-0851"
82336.99245,6.553922091,6.289606881,3.06,37965.37421,1326481.675,"1470 Angela Bridge
Taylorton, DE 05823-8649"
51962.16124,5.510917604,6.977103332,3.07,17403.09075,404643.6022,"613 Walls Motorway Apt. 209
Allenshire, SD 47296"
57169.41546,5.959288964,6.373969072,4.36,47966.91683,1176655.085,"14455 Jackson Point Apt. 513
Davisside, ND 07029-4712"
57925.0447,3.214868146,6.988817742,2.33,43867.84454,633875.9302,"1383 Cathy Common
North Tinaborough, RI 63027"
77905.82719,5.041209203,7.881143832,6,29282.57381,1390251.42,"PSC 8265, Box 9914
APO AP 20327"
62714.55443,4.861475959,5.34005839,3.06,41998.56888,861138.1836,"485 Whitney Shoals
New Nancy, NJ 50907-1426"
64901.03107,4.460276088,6.734748724,3.41,47452.38543,1151233.095,"1158 Beth Hills Suite 739
Kellybury, TN 88438-6320"
51156.73943,5.594270942,6.976381319,2.39,25753.28312,686644.6104,"23708 Klein Stream Suite 762
Saratown, AR 52517-8911"
63766.77164,6.951789882,7.427873073,6.36,33036.19962,1261681.961,"19279 Nelson Road Apt. 815
Kennedymouth, FL 66666"
61460.93949,6.682596212,7.40003792,6.21,40814.92851,1327811.343,"0562 Kenneth Road
Port Joshua, FM 86787-9400"
61907.59335,7.017837825,6.440255755,3.25,43828.94721,1339096.077,"7521 Gregory Meadows
East Johntown, CO 93230-5255"
72805.14665,4.665514927,7.100443568,6.1,30874.69886,987355.9609,"USNV Cantrell
FPO AP 40438"
66204.56507,5.594183137,8.589659889,5.1,36185.05006,1384478.305,"23596 Hamilton Avenue Suite 837
Matthewmouth, MS 95493-2590"
74548.1431,6.353116423,5.116256419,3.23,40444.19117,1168919.401,"USNV Stanley
FPO AP 27028-3977"
76453.79463,6.221479752,5.899690352,4.22,51497.66578,1522099.831,"493 Murphy Corner
Michelleport, NV 33967-4123"
79354.6176,6.194584199,5.364679403,3.32,31568.89569,1260374.966,"Unit 1144 Box 0152
DPO AE 59378"
70064.23658,5.360253242,4.747499792,3.12,28122.23338,857762.317,"Unit 3834 Box 7401
DPO AA 64737-4858"
74559.71664,5.17016265,6.859309643,2.2,29892.06843,1126450.426,"969 Phillips Club
New Diana, MT 40096"
82321.73111,5.911488489,6.813649608,2.33,48616.26463,1574084.927,"537 Gonzalez Plaza
Mccarthyland, ME 81042"
43526.81459,6.11901907,6.274272191,2.5,39760.2064,469262.8156,"5684 White Brooks
Port Josephtown, AR 95549"
71769.85888,6.067195467,6.849294596,4.18,28173.39447,1114169.037,"96301 Allison Falls Suite 515
New Courtney, GU 66573-9604"
89056.92119,3.410785658,7.121999355,5.5,60658.29587,1792368.627,"Unit 0303 Box 1245
DPO AP 90327"
66418.43057,5.737583091,8.051738727,3.49,45319.99304,1383842.185,"7082 Mosley Crest Apt. 431
East Walterfort, MI 80069"
44439.87401,5.604261416,7.824070198,5.38,37934.96743,691318.2401,"47971 Larry Ville Suite 410
Tylershire, NC 68512"
69343.00931,5.921443805,9.141241979,5.3,30113.83269,1245070.338,"173 Richard Well
Rachelbury, OK 77886-1242"
95997.6711,6.685863208,6.993422378,3.43,47128.88099,2220799.069,"86892 Webb Trafficway Suite 809
Angelachester, UT 84457-8708"
62616.16582,4.844336296,6.80310024,2.3,31010.22142,854815.1175,"547 Howard Alley Suite 447
Nicoleville, ND 59356"
76393.84648,7.306675205,9.428035064,3.17,46361.69458,2092348.377,"581 Derek Coves
Josephburgh, PW 37956-4189"
55840.1656,4.950202585,7.650712389,3.04,30795.10799,781213.0669,"Unit 7278 Box 9019
DPO AE 72927"
69882.27393,5.646557664,5.64764585,4.35,19544.75196,726883.8689,"074 Davidson Row
Lake Davidbury, WV 44303-5567"
87099.18849,6.756372213,6.400685049,3.18,44581.74758,1640990.378,"50864 Chang Manors Apt. 505
Kimshire, KY 55244-2271"
67716.74822,6.431119287,7.753988755,5.28,40562.18895,1535781.96,"3914 Gina Turnpike
East Valerie, GA 59492"
69624.78634,6.565275901,7.462821323,4.18,57644.20907,1737759.05,"283 Mcdonald Keys
Colemanmouth, WI 15244-6859"
78706.67574,5.922854638,8.33451397,4.2,36414.72945,1550702.478,"120 Peterson Place Apt. 673
West Aaron, OH 93623"
61321.58936,5.458032475,9.502520111,5.05,29888.76471,1348873.427,"43045 Felicia Ports
Crossbury, VA 62660"
62709.71267,5.732425466,7.060947189,3.22,34182.49617,955445.8537,"10208 Kimberly Flats
New Jasonchester, TX 11608"
66300.50528,6.671579548,8.282587474,6.13,38501.9551,1467910.569,"27274 Gordon Street
West Loriland, NC 74388"
75126.80508,8.008209502,7.845971202,5.09,36544.31859,1742938.776,"383 Joseph Road
Natashahaven, FM 16085"
68251.83533,8.335360241,7.072024549,6.02,38203.17353,1795630.913,"42685 Donna Prairie
Andersonbury, OK 38121-2420"
85175.20063,7.750851661,7.271163222,3.11,3285.450538,1305972.22,"792 Angela Forks
South Tylerfort, WI 00472-1022"
62381.92329,6.777764029,9.794898314,6.19,31391.26847,1433542.021,"0405 Miranda Bridge
Roseburgh, MP 42100"
69099.40351,5.600101651,5.40860478,3.49,37540.31003,921396.9753,"136 Linda Manor
West James, MI 99577"
73246.82218,4.936845339,7.536187342,4.15,47332.13862,1405399.855,"046 Emma Brooks Suite 819
Lake Christine, OH 38576-3876"
59901.82895,5.685544439,8.043199844,6.49,30210.76466,1088548.827,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
55038.05911,4.469567273,8.852673819,5.09,27701.02065,738030.6499,"USNS Greene
FPO AA 65033-4012"
69505.11151,7.352350453,10.75958834,5.14,48112.20017,2235294.718,"0665 Dawn Overpass
East Sarabury, CA 82390"
67964.83178,7.025035017,6.210030142,3.27,52831.15311,1564252.526,"8911 Ashley Mount
South Brian, TX 93120-1212"
71112.3503,5.612677071,7.419542404,4.26,24134.414,1309937.399,"818 Huffman Manor
Bradleyberg, VA 36874-2726"
76759.26928,7.983741985,7.613237025,5.26,23752.36101,1660770.002,"97953 Martinez Tunnel Apt. 675
Williamstown, IA 03085-1191"
82988.42745,6.099322338,8.47338077,5.12,31142.84203,1485418.102,"48349 Garcia Cove Suite 251
Port Jessica, NV 82266-4694"
71106.73804,5.460238285,5.962612283,4.39,25861.92823,886124.7256,"65540 Deborah Lakes Suite 696
South Williamburgh, MS 36354"
75516.46278,6.186440468,6.288751536,4.47,35521.04918,1411024.044,"858 Melanie Ridge
Port Elizabethland, WV 46546-6515"
60805.1033,4.170949099,7.347941423,3.16,31185.88333,671343.9418,"29430 Garza Mall
Smallmouth, LA 27750-6274"
61865.42322,5.890156539,6.220692269,2,41492.18017,992585.3823,"07367 Jason Square Apt. 543
Lake Jenniferburgh, DC 91157"
64241.79223,5.328137978,7.253737124,6.01,27768.58455,944590.1588,"9425 Chad Ways Suite 792
North Melissa, MD 26354"
77697.23565,6.138120631,7.267847632,4.35,40523.2893,1399909.049,"3426 Tamara Circles Apt. 239
South Mauricefurt, DC 47214-8682"
63044.4601,5.935261391,5.913453615,4.1,32725.27954,865099.5234,"392 Jonathan Divide
Donnaland, ND 01024-1699"
74102.49086,6.206707265,6.682487909,4.38,43971.51414,1394423.556,"PSC 9526, Box 2287
APO AE 35608"
62514.10856,4.931569621,6.194068363,3.35,40891.61563,813807.6997,"119 Nichols Flats
New Robert, MS 49220"
63237.56576,7.426296989,5.300989403,2.06,55849.94806,1316180.494,"USNV Cunningham
FPO AA 38594-5290"
75951.45249,5.440611043,6.999579342,3.09,31125.55873,1212205.341,"100 Garcia Track Apt. 378
Schneidermouth, KY 87806"
66803.01636,6.251245416,8.75087217,5.07,57970.24279,1769484.893,"PSC 8784, Box 4657
APO AE 65551"
45347.15068,5.521608814,7.088619391,4.43,31335.59502,541953.9057,"620 Fletcher Hollow Apt. 171
North Catherine, NC 45245"
67722.84636,6.89577421,7.397590147,4.27,37869.93681,1494101.445,"48910 Lyons Forge
West Dillonmouth, VA 62094"
58108.48878,4.633538535,5.495635406,3.24,37642.02655,856022.8625,"USCGC Jones
FPO AP 12026"
60871.60378,6.029590406,7.282537332,6.2,38111.35302,1427842.506,"7535 Adams Square
New Leonside, DC 29202"
76087.15419,5.039400288,7.854884014,5.03,27616.09545,1228138.129,"17616 Nguyen Cove Apt. 639
Osbornetown, RI 61768"
73965.37027,5.121333052,6.931703177,2,34440.64065,1168627.651,"355 Black Villages Suite 934
Chadhaven, PR 31957-1566"
69931.4011,6.099506571,5.178628479,2.28,52079.18818,1389287.474,"26984 Kathryn Vista
Scottborough, AZ 97504-1679"
77316.19135,4.128267302,5.715441059,2.36,51096.88855,1243981.946,"46648 Gaines Plaza Apt. 852
Jordanmouth, WA 20962-7889"
76896.78703,4.349592232,8.608456811,4.4,52733.98798,1584439.713,"24523 Reed Passage
Watsonside, CA 24610"
76919.30072,4.778495431,7.551058857,4.05,52945.84342,1622837.353,"3780 Diana Parkway
Nicoletown, PR 80300"
64402.12825,5.601503368,8.274193678,4.06,24965.90216,1031146.755,"806 Matthew Locks Apt. 999
East Kurt, LA 14831-8346"
58410.57191,7.89377834,5.908601199,4.42,31189.36407,1098518.134,"995 Lisa Prairie Apt. 742
Carolinebury, KY 11086-9016"
53427.87537,5.804315611,7.665601844,3.26,34538.75492,909781.4668,"479 Little Isle Suite 536
West Anthonystad, FL 30893"
73649.39696,6.471256486,5.667117321,4.07,47992.34474,1431517.439,"571 Fletcher Mountains Apt. 828
New Vincenttown, AZ 06781-5577"
93455.95296,4.754963035,6.80690822,2.15,31135.51349,1636996.074,"67689 Christopher Viaduct
Normanshire, PA 32369"
75843.30304,5.768478785,6.989189234,4.1,61126.73207,1658974.567,"85431 Berry Ports
New Ricky, VA 30468"
62021.20355,5.951022992,8.351675153,5.19,35276.65257,1168887.459,"76096 Sharp Branch Apt. 712
Christinahaven, MA 53631"
77064.25763,6.680591866,7.734862028,3.38,43570.94202,1720258.777,"207 Edwards Locks
Coreyshire, DC 57303-1553"
77785.19261,4.254128346,5.865544034,2.09,43301.32596,1129408.87,"21900 Jonathan Roads
Stephensonport, CO 55102"
61784.06494,6.016967885,6.031560914,2.35,27725.85566,778836.9229,"674 Renee Rue
Angelaland, VI 02616-3040"
78827.00526,5.864956336,6.465128863,4.41,32865.02798,1276471.581,"USCGC Patrick
FPO AP 08538-2530"
64767.8677,4.676070219,7.132170434,5.3,26414.74742,839426.1222,"63382 William Pike Apt. 544
West Jenniferborough, ND 25679-4569"
51457.3763,6.011529119,6.84053592,3.46,42889.6661,794075.8615,"7068 Simmons Drives
Hendersonberg, DC 57978-7303"
66233.86226,6.907393959,7.09020352,6.33,29548.18989,1372549.782,"4855 Tamara Brooks
Wendyfurt, DE 65495"
72196.33549,5.47890656,5.986455183,2.19,32255.9083,1084539.387,"59229 Allen Viaduct Apt. 806
Lake Brandy, NV 30525-7585"
50926.77663,4.507953424,6.154788048,4.01,33663.66924,211017.9705,"707 Richard Unions
Larsonstad, OR 98013-1254"
56086.57393,7.119264731,7.836759091,3.02,33454.08428,1186372.179,"48614 Martin Causeway Apt. 157
Alvaradofort, AK 75999-0775"
68985.15274,5.754108522,8.382275147,6.45,16288.31457,1140918.805,"062 Villa Spurs Apt. 442
Whitefurt, NC 88100-0382"
48855.85135,7.723274916,8.391225256,5.12,49890.50828,1471828.129,"584 Walker Harbor
Smithfort, NY 92619"
63499.83517,4.397922947,6.134831392,3.39,38263.48423,803259.6126,"55294 Christopher Field
Forbeston, AK 68753-4955"
73218.35136,5.433298628,6.572988175,4.33,34818.71842,1124719.49,"4720 Lynch Ports
Edwardsmouth, CA 77989"
83637.53309,6.430984273,6.257289049,2.13,25962.77118,1396401.022,"75962 Kyle Dam
Robertside, CA 92136"
48879.09809,6.157261017,8.040754516,3.39,30730.40151,802274.1289,"5220 Katherine Drives Suite 091
Haleyberg, VA 25994-8952"
77187.84835,6.269795191,6.774004675,4,35106.54614,1646662.911,"9218 Dixon Square
East Staceyshire, TX 34468"
72441.37701,6.343953016,6.571655417,4.26,38368.28028,1202621.178,"4912 Margaret Rapid
North Lindsay, AL 24424"
57812.84383,4.312820313,7.773969252,5.1,46060.36993,1066768,"347 Howard Mission
Mariashire, CA 60692-1256"
64811.17139,6.193441139,6.952699366,3.46,40549.35681,1153135.22,"Unit 7075 Box 5001
DPO AA 66418-2839"
86563.09684,5.245242456,7.984941298,4.03,44920.24555,1706110.86,"322 Todd Extensions
New Christineberg, MT 39027-6684"
86586.87244,4.83694235,6.986339202,2.1,40282.03664,1543913.433,"1550 Stout Harbors
Lake Ashleyhaven, AK 92441-4004"
49601.06163,4.48211105,5.617544353,2.08,33836.92806,302307.4011,"4544 Timothy Coves
Barnetthaven, TX 93635-9944"
71920.67878,6.726672923,7.614547384,6.17,26341.09557,1134055.403,"5784 Cole Ridge
Nixonport, OH 64190"
68355.44217,7.007744694,6.610356603,4.29,38950.15522,1352756.753,"USCGC Brewer
FPO AE 97523-6665"
64350.28457,6.761202557,7.128709606,3.03,69592.04024,1772390.553,"48205 Bass Viaduct
North Victormouth, VA 26521-3726"
61481.20521,4.822577579,7.427780103,3.4,39586.38351,1014450.654,"20726 Victor Alley Apt. 746
West Alexisstad, KS 72242"
39294.03652,5.928585443,5.960675668,4.36,43183.5161,781137.4618,"829 Bonnie Rue Suite 653
Yorkville, MP 35797-3131"
59078.51429,6.042080099,5.921795631,4.1,34655.93991,921238.3583,"52556 Peter Roads Apt. 021
Josephton, GA 38105-4827"
57972.56183,4.97877301,6.548997789,4.36,40092.5162,790555.5204,"9886 John Burg
Bentonville, RI 07315"
79689.72338,5.916946406,6.784153511,3.44,38313.82892,1420648.281,"USNV Rhodes
FPO AP 56575"
47018.06711,5.286433379,6.767379403,4.1,23925.62147,377618.9699,"665 Ellis Meadows
Oliviatown, ND 83301-0274"
56252.24324,5.479987314,6.404475409,4.16,44305.72216,945079.5323,"396 Blackwell Parks Suite 376
Ramosmouth, OR 84067"
65741.39764,7.429961382,7.129217811,4.05,37647.66604,1630952.884,"9477 David Courts
New Michaelstad, AS 51513-3648"
53066.37227,6.75457107,8.062651631,3.23,19103.12711,1009972.083,"72496 Davis Street
Port Daniel, NY 98546-2576"
71368.04402,6.014408815,7.025588107,6.21,35376.99073,1372806.616,"903 Owens Avenue Suite 924
Lake Lisaville, NH 80934-1465"
40752.71424,5.507106334,6.503331288,4.12,41565.02608,560598.5384,"44981 Rachel Ports
Port Robert, AR 93456-0617"
64296.50418,7.125630492,8.084430401,5.4,37562.54806,1484653.884,"46929 Butler Springs Suite 977
Bakerstad, OH 04777"
50172.57073,6.33456811,7.346448516,4.38,32764.43591,940138.9614,"59958 Austin Heights
Lake Julie, MS 90545-5499"
70564.72035,6.720829754,6.754620969,2.42,37339.5559,1354077.498,"4188 Shannon Divide Suite 008
Port Joseph, MT 37093"
67866.89993,5.393977714,9.359022454,5.44,43122.57418,1400961.279,"94209 Hamilton Crossroad
Newtonhaven, IA 49698"
77106.50012,7.123866349,5.832411835,2.28,36215.15942,1426832.049,"388 Diaz Tunnel
Coxberg, TN 50335"
74418.47389,5.667783745,6.164151449,4.32,27089.04917,1031737.385,"66754 Reed Village
Boyleshire, MT 92664"
58002.71531,7.278803441,7.775049238,6.36,30249.03042,1244248.525,"21205 Elliott Vista Apt. 083
Port Kathryn, MA 14562"
63217.17243,6.981741643,5.139219089,2.07,31925.67536,1070868.067,"21055 Carroll Ports Suite 218
South Joseph, IA 28239"
49740.18209,4.748619773,6.756554547,4.42,25545.92394,493350.0312,"64092 Mcdowell Squares Apt. 321
Colonchester, AL 06000"
75361.23757,5.546206589,7.770046179,3.24,23530.90631,1228323.225,"28154 Jessica Neck
New Steven, AR 34931-0581"
62594.97909,5.493365974,7.962687651,3.35,46459.251,1427026.945,"033 Lisa Highway Apt. 341
Deckerbury, PA 37661"
62212.55965,7.346083967,7.798975121,6.06,40620.663,1504664.281,"0010 Gregory Loaf
South Ericfort, VA 34651-0718"
60610.61064,4.019356939,5.539636424,4.09,49512.90932,689155.5684,"PSC 8596, Box 3570
APO AE 98699-4988"
82777.06932,5.23519491,7.896371961,5.26,42582.93467,1481171.234,"19322 Jason Stream
South Erikmouth, FL 73773-6900"
50716.04388,6.437928611,8.06369476,5.36,35879.91367,1092649.709,"57489 Jennifer Spring Suite 154
East Elizabeth, ID 65823-9817"
61905.95943,5.685730962,7.483381611,6.15,36380.57033,962581.6883,"780 Clements Corners Suite 052
North Sharon, TN 24966-9986"
