"Balance" "Income" "Limit" "Rating" "Cards" "Age" "Education" "Gender" "Student" "Married" "Ethnicity"
15.4807930110157 41.365 5303 377 1 45 14 " Male" "No" "No" "Caucasian"
30.355899130861 149.316 10278 707 1 80 16 " Male" "No" "No" "African American"
10.6243628501436 27.794 3807 301 4 35 8 "Female" "No" "Yes" "African American"
10.7372038302919 13.234 3922 299 2 77 17 "Female" "No" "Yes" "Caucasian"
7.11785743017363 14.595 2955 260 5 37 9 " Male" "No" "Yes" "African American"
6.12505659739425 10.735 3746 280 2 44 17 "Female" "No" "Yes" "Caucasian"
13.8215392272444 48.218 5199 401 7 39 10 " Male" "No" "Yes" "Asian"
12.583455164707 30.012 1511 137 2 33 17 " Male" "No" "Yes" "Caucasian"
10.1237115693084 21.551 5380 420 5 51 18 " Male" "No" "Yes" "Asian"
32.1555569903077 160.231 10748 754 2 69 17 " Male" "No" "No" "Caucasian"
9.36934851464538 13.433 1134 112 3 70 14 " Male" "No" "Yes" "Caucasian"
13.9977027013674 48.577 5145 389 3 71 13 "Female" "No" "Yes" "Asian"
9.65225785568585 30.002 1561 155 4 70 13 "Female" "No" "Yes" "Caucasian"
15.1747457863354 61.62 5140 374 1 71 9 " Male" "No" "Yes" "Caucasian"
22.9127970078919 104.483 7140 507 2 41 14 " Male" "No" "Yes" "African American"
11.9915856611291 41.868 4716 342 2 47 18 " Male" "No" "No" "Caucasian"
7.83630768749117 12.068 3873 292 1 44 18 "Female" "No" "Yes" "Asian"
34.0346560522092 180.682 11966 832 2 58 8 "Female" "No" "Yes" "African American"
11.3615130518425 34.48 6090 442 3 36 14 " Male" "No" "No" "Caucasian"
13.0336733760855 39.609 2539 188 1 40 14 " Male" "No" "Yes" "Asian"
11.0647646123354 30.111 4336 339 1 81 18 " Male" "No" "Yes" "Caucasian"
4.67455755952669 12.335 4471 344 3 79 12 " Male" "No" "Yes" "African American"
14.8287456784742 53.566 5891 434 4 82 10 "Female" "No" "No" "Caucasian"
14.67561877352 53.217 4943 362 2 46 16 "Female" "No" "Yes" "Asian"
10.79479965579 26.162 5101 382 3 62 19 "Female" "No" "No" "African American"
16.1905322831912 64.173 6127 433 1 80 10 " Male" "No" "Yes" "Caucasian"
25.1696443109548 128.669 9824 685 3 67 16 " Male" "No" "Yes" "Asian"
25.785416451838 113.772 6442 489 4 69 15 " Male" "Yes" "Yes" "Caucasian"
15.2330242575762 61.069 7871 564 3 56 14 " Male" "No" "Yes" "Caucasian"
12.2153707231682 23.793 3615 263 2 70 14 " Male" "No" "No" "African American"
19.5558382743708 89 5759 440 3 37 6 "Female" "No" "No" "Caucasian"
18.5256249013783 71.682 8028 599 3 57 16 " Male" "No" "Yes" "Caucasian"
10.6224209412493 35.61 6135 466 4 40 12 " Male" "No" "No" "Caucasian"
11.9882719142138 39.116 2150 173 4 75 15 " Male" "No" "No" "Caucasian"
10.7036155754969 19.782 3782 293 2 46 16 "Female" "Yes" "No" "Caucasian"
15.2720982430694 55.412 5354 383 2 37 16 "Female" "Yes" "Yes" "Caucasian"
14.1003734971767 29.4 4840 368 3 76 18 "Female" "No" "Yes" "Caucasian"
10.8202103648441 20.974 5673 413 5 44 16 "Female" "No" "Yes" "Caucasian"
17.667866122479 87.625 7167 515 2 46 10 "Female" "No" "No" "African American"
10.4639146160656 28.144 1567 142 3 51 10 " Male" "No" "Yes" "Caucasian"
10.1407854179894 19.349 4941 366 1 33 19 " Male" "No" "Yes" "Caucasian"
13.715964879383 53.308 2860 214 1 84 10 " Male" "No" "Yes" "Caucasian"
24.5505268990731 115.123 7760 538 3 83 14 "Female" "No" "No" "African American"
24.9491411380337 101.788 8029 574 2 84 11 " Male" "No" "Yes" "Caucasian"
4.84301510074787 24.824 5495 409 1 33 9 " Male" "Yes" "No" "Caucasian"
7.19223716272379 14.292 3274 282 9 64 9 " Male" "No" "Yes" "Caucasian"
10.5120435631223 20.088 1870 180 3 76 16 " Male" "No" "No" "African American"
11.6386528325595 26.4 5640 398 3 58 15 "Female" "No" "No" "Asian"
9.19606316829556 19.253 3683 287 4 57 10 " Male" "No" "No" "African American"
9.46003122539167 16.529 1357 126 3 62 9 " Male" "No" "No" "Asian"
13.0907234429036 37.878 6827 482 2 80 13 "Female" "No" "No" "Caucasian"
20.0891716964845 83.948 7100 503 2 44 18 " Male" "No" "No" "Caucasian"
27.079396062066 135.118 10578 747 3 81 15 "Female" "No" "Yes" "Asian"
17.320028605286 73.327 6555 472 2 43 15 "Female" "No" "No" "Caucasian"
10.8720642370421 25.974 2308 196 2 24 10 " Male" "No" "No" "Asian"
10.9586124301292 17.316 1335 138 2 65 13 " Male" "No" "No" "African American"
14.7354822694333 49.794 5758 410 4 40 8 " Male" "No" "No" "Caucasian"
8.76498389979819 12.096 4100 307 3 32 13 " Male" "No" "Yes" "Caucasian"
9.94383770023455 13.364 3838 296 5 65 17 " Male" "No" "No" "African American"
14.882078455256 57.872 4171 321 5 67 12 "Female" "No" "Yes" "Caucasian"
12.0010707267157 37.728 2525 192 1 44 13 " Male" "No" "Yes" "Caucasian"
10.1595983903564 18.701 5524 415 5 64 7 "Female" "No" "No" "Asian"
