age,education.num,sex,hours.per.week,income
25,3,Male,40,30k or less
43,15,Male,50,30k or less
65,13,Male,15,30k or less
66,11,Female,35,30k or less
33,7,Male,60,30k or less
17,8,Female,16,30k or less
61,9,Female,36,30k or less
43,10,Female,40,30k or less
76,10,Male,20,Over 30k
42,12,Female,40,30k or less
43,13,Male,40,Over 30k
17,6,Male,20,30k or less
30,9,Male,40,30k or less
22,10,Male,25,30k or less
53,13,Female,20,30k or less
28,9,Female,52,30k or less
24,10,Female,40,30k or less
47,6,Male,40,Over 30k
34,11,Male,50,30k or less
26,10,Female,20,30k or less
63,13,Female,56,30k or less
25,11,Male,75,30k or less
28,13,Male,45,30k or less
36,9,Female,40,30k or less
24,13,Male,40,30k or less
44,13,Male,50,Over 30k
18,8,Male,12,30k or less
54,10,Male,40,Over 30k
61,10,Female,40,30k or less
51,13,Male,45,Over 30k
43,4,Male,40,30k or less
51,9,Male,40,30k or less
50,9,Female,40,Over 30k
27,9,Female,25,30k or less
24,10,Male,30,30k or less
20,10,Male,20,30k or less
52,13,Male,40,Over 30k
57,4,Male,40,30k or less
49,10,Male,60,30k or less
22,7,Female,40,30k or less
38,10,Male,40,Over 30k
21,10,Female,20,30k or less
52,10,Female,35,30k or less
25,12,Female,40,30k or less
35,10,Male,80,30k or less
50,11,Female,40,30k or less
58,9,Male,25,30k or less
48,13,Male,45,30k or less
30,10,Female,35,30k or less
18,7,Male,12,30k or less
29,9,Male,40,30k or less
52,10,Male,45,30k or less
36,14,Female,40,Over 30k
24,10,Female,42,30k or less
30,12,Male,40,30k or less
35,9,Female,20,30k or less
21,13,Female,20,30k or less
20,9,Male,40,30k or less
21,10,Female,15,30k or less
27,9,Male,40,30k or less
42,10,Female,40,30k or less
21,10,Female,30,30k or less
51,10,Male,40,Over 30k
27,13,Female,40,30k or less
23,9,Male,40,30k or less
22,13,Female,12,30k or less
59,5,Male,60,Over 30k
38,9,Male,40,30k or less
20,9,Male,40,30k or less
90,5,Female,40,30k or less
35,11,Male,40,30k or less
50,9,Male,38,Over 30k
45,16,Male,50,Over 30k
44,14,Male,50,Over 30k
23,12,Male,40,30k or less
23,13,Female,43,30k or less
39,10,Male,40,30k or less
19,10,Male,55,30k or less
54,10,Male,40,Over 30k
40,14,Male,43,30k or less
44,10,Male,50,30k or less
31,10,Female,20,Over 30k
33,13,Female,32,Over 30k
32,9,Male,60,30k or less
36,6,Male,40,30k or less
47,10,Male,55,Over 30k
80,14,Female,10,30k or less
21,10,Female,8,30k or less
35,10,Male,60,30k or less
77,14,Male,45,30k or less
35,9,Male,40,30k or less
49,4,Male,40,30k or less
53,10,Male,45,30k or less
41,9,Male,55,30k or less
21,10,Female,25,30k or less
19,10,Female,40,30k or less
28,13,Female,45,30k or less
29,10,Male,55,30k or less
38,11,Female,25,30k or less
26,10,Male,20,30k or less
40,10,Female,40,30k or less
36,16,Male,40,Over 30k
28,9,Male,40,30k or less
25,13,Female,20,30k or less
42,9,Male,60,30k or less
32,9,Male,40,30k or less
32,12,Male,30,30k or less
37,3,Male,40,30k or less
39,9,Male,56,30k or less
49,13,Male,40,30k or less
28,9,Male,40,30k or less
24,5,Female,20,30k or less
19,9,Female,40,30k or less
31,9,Male,40,30k or less
40,9,Female,40,30k or less
59,9,Male,48,30k or less
52,12,Male,40,Over 30k
27,13,Male,40,30k or less
45,13,Male,45,Over 30k
23,9,Male,25,30k or less
35,7,Male,40,30k or less
49,9,Male,40,30k or less
49,12,Female,40,30k or less
25,8,Male,40,30k or less
47,14,Female,50,Over 30k
28,12,Female,40,30k or less
20,10,Female,30,30k or less
19,9,Male,24,30k or less
31,10,Female,40,30k or less
61,10,Male,40,30k or less
30,11,Male,53,30k or less
23,13,Male,40,30k or less
25,13,Female,30,Over 30k
19,9,Male,30,30k or less
30,14,Male,45,Over 30k
26,9,Male,35,30k or less
34,9,Male,45,30k or less
49,13,Female,40,30k or less
38,9,Female,40,30k or less
36,9,Male,20,30k or less
33,9,Male,48,Over 30k
54,10,Female,40,30k or less
19,9,Male,40,30k or less
18,6,Male,40,30k or less
60,9,Male,40,30k or less
28,9,Male,40,30k or less
43,9,Male,40,30k or less
49,3,Male,40,30k or less
25,13,Male,70,30k or less
17,6,Male,20,30k or less
41,13,Male,60,Over 30k
30,10,Male,35,30k or less
25,9,Male,40,30k or less
27,11,Male,35,30k or less
29,9,Male,40,30k or less
31,13,Female,40,30k or less
43,11,Male,99,30k or less
63,14,Female,40,Over 30k
46,4,Male,40,30k or less
59,9,Male,40,30k or less
42,13,Female,50,Over 30k
26,13,Female,20,30k or less
26,10,Male,45,30k or less
20,10,Female,30,30k or less
19,9,Female,40,30k or less
23,9,Male,40,30k or less
24,9,Female,40,30k or less
42,9,Male,12,30k or less
31,8,Female,21,30k or less
31,9,Female,55,30k or less
63,13,Female,25,30k or less
43,13,Male,40,30k or less
17,7,Male,25,30k or less
35,5,Male,45,30k or less
32,9,Female,28,30k or less
26,14,Female,40,30k or less
32,13,Male,40,30k or less
29,11,Male,50,30k or less
57,10,Male,40,Over 30k
90,14,Male,50,Over 30k
35,11,Female,40,Over 30k
31,10,Male,60,Over 30k
60,9,Female,33,30k or less
71,14,Female,40,30k or less
22,11,Male,30,30k or less
50,9,Female,40,30k or less
37,10,Male,45,Over 30k
74,9,Male,30,30k or less
59,10,Male,43,Over 30k
45,9,Male,40,30k or less
63,10,Male,20,30k or less
39,13,Female,63,30k or less
33,10,Female,40,30k or less
39,9,Male,40,30k or less
29,14,Male,36,30k or less
22,9,Male,40,30k or less
46,11,Male,42,30k or less
51,10,Female,40,Over 30k
56,9,Female,40,30k or less
27,13,Female,40,30k or less
39,13,Male,40,Over 30k
37,10,Male,45,30k or less
33,9,Male,40,30k or less
35,9,Female,4,30k or less
35,8,Female,50,30k or less
33,9,Male,50,30k or less
48,13,Male,40,30k or less
32,9,Male,50,30k or less
18,6,Male,40,30k or less
20,10,Female,32,30k or less
35,9,Male,60,30k or less
19,9,Female,25,30k or less
56,7,Female,40,30k or less
45,9,Female,40,30k or less
32,11,Female,45,30k or less
44,13,Male,12,30k or less
55,9,Male,40,Over 30k
34,10,Male,40,Over 30k
33,14,Male,40,Over 30k
36,13,Male,55,30k or less
25,9,Female,40,30k or less
28,13,Male,40,30k or less
49,11,Male,60,30k or less
22,9,Male,40,30k or less
31,10,Male,40,30k or less
44,10,Male,80,30k or less
19,9,Male,40,30k or less
37,9,Male,40,30k or less
23,10,Male,25,30k or less
54,9,Female,35,30k or less
23,9,Male,38,30k or less
21,10,Female,10,30k or less
19,10,Male,25,30k or less
51,13,Male,20,Over 30k
19,6,Female,40,30k or less
22,13,Male,40,30k or less
22,9,Female,40,30k or less
49,4,Male,32,30k or less
35,6,Male,50,30k or less
38,10,Male,40,30k or less
29,9,Male,40,Over 30k
56,11,Male,45,Over 30k
41,10,Female,80,30k or less
62,14,Male,45,Over 30k
26,9,Female,40,30k or less
43,9,Male,45,30k or less
53,14,Male,40,Over 30k
43,13,Female,40,30k or less
56,9,Male,35,30k or less
25,13,Male,50,30k or less
60,14,Male,40,30k or less
28,10,Female,40,30k or less
29,9,Male,40,30k or less
20,10,Female,25,30k or less
25,9,Male,80,Over 30k
18,7,Female,10,30k or less
32,12,Male,35,30k or less
48,9,Female,16,30k or less
20,10,Female,25,30k or less
33,13,Female,50,Over 30k
21,10,Female,12,30k or less
43,9,Male,30,30k or less
35,10,Male,40,30k or less
39,13,Male,35,Over 30k
19,9,Female,40,30k or less
25,9,Female,40,30k or less
44,10,Male,72,Over 30k
27,12,Male,40,30k or less
39,9,Female,40,Over 30k
69,6,Male,40,30k or less
20,10,Male,35,30k or less
37,3,Female,40,30k or less
43,13,Female,39,30k or less
62,9,Male,48,30k or less
34,14,Female,40,Over 30k
31,10,Male,48,30k or less
26,9,Female,30,30k or less
39,10,Female,75,30k or less
25,13,Male,40,30k or less
54,10,Male,30,30k or less
44,14,Male,60,Over 30k
21,10,Male,40,30k or less
33,9,Male,40,30k or less
40,12,Female,40,Over 30k
44,14,Male,40,Over 30k
33,12,Male,56,30k or less
21,10,Male,40,30k or less
35,13,Female,60,30k or less
57,6,Male,30,30k or less
51,14,Male,45,30k or less
29,9,Male,40,30k or less
51,9,Male,40,30k or less
35,9,Male,40,30k or less
18,7,Male,20,30k or less
58,6,Male,50,30k or less
57,10,Male,40,Over 30k
19,9,Female,20,30k or less
37,10,Female,40,30k or less
38,9,Male,44,30k or less
45,10,Female,40,30k or less
64,4,Female,40,30k or less
38,10,Male,72,30k or less
30,9,Male,30,30k or less
46,13,Male,40,30k or less
18,6,Female,30,30k or less
60,9,Male,40,Over 30k
30,9,Male,44,30k or less
39,13,Female,40,30k or less
27,10,Female,40,30k or less
44,10,Male,40,30k or less
33,13,Male,40,30k or less
54,13,Male,50,Over 30k
58,10,Male,35,30k or less
45,13,Male,30,30k or less
59,10,Male,50,30k or less
29,12,Female,50,30k or less
27,9,Female,40,30k or less
44,14,Male,20,Over 30k
44,9,Male,40,Over 30k
33,10,Male,70,Over 30k
27,9,Male,40,30k or less
33,13,Male,55,Over 30k
55,11,Female,40,30k or less
32,11,Male,60,30k or less
31,11,Male,45,30k or less
30,13,Male,45,Over 30k
78,9,Female,1,30k or less
28,13,Female,48,30k or less
29,14,Male,40,Over 30k
66,9,Female,3,30k or less
60,9,Male,45,Over 30k
31,13,Male,40,30k or less
24,9,Male,45,30k or less
29,13,Male,50,Over 30k
44,9,Male,45,Over 30k
34,13,Male,55,Over 30k
23,13,Male,24,30k or less
55,11,Female,35,30k or less
39,9,Male,40,Over 30k
39,7,Male,40,30k or less
57,4,Male,75,30k or less
35,9,Female,40,30k or less
39,11,Male,48,Over 30k
47,9,Female,38,Over 30k
53,16,Male,50,Over 30k
23,10,Male,25,30k or less
35,14,Male,50,Over 30k
44,10,Female,40,30k or less
28,9,Female,25,30k or less
23,9,Male,45,30k or less
49,10,Male,50,Over 30k
36,9,Female,36,30k or less
41,3,Male,40,30k or less
21,12,Female,46,Over 30k
54,13,Male,40,Over 30k
43,10,Female,40,30k or less
35,10,Female,40,30k or less
31,10,Male,50,Over 30k
46,9,Female,40,30k or less
56,9,Male,40,30k or less
45,14,Female,1,30k or less
21,9,Male,40,30k or less
51,14,Male,50,Over 30k
47,10,Male,20,30k or less
19,10,Female,30,30k or less
25,13,Male,40,30k or less
37,14,Male,60,Over 30k
35,8,Male,40,30k or less
40,9,Male,30,30k or less
57,7,Male,15,30k or less
38,9,Male,50,Over 30k
48,6,Female,38,30k or less
34,10,Female,34,30k or less
46,10,Male,40,30k or less
45,14,Male,50,30k or less
32,13,Male,50,Over 30k
35,9,Male,48,30k or less
56,9,Male,40,30k or less
50,11,Male,40,30k or less
25,13,Male,40,30k or less
41,10,Male,33,30k or less
35,9,Female,27,30k or less
33,10,Male,41,Over 30k
37,13,Male,40,30k or less
56,9,Male,40,Over 30k
31,5,Female,40,30k or less
72,2,Male,40,30k or less
54,9,Male,50,Over 30k
30,13,Female,40,30k or less
51,16,Male,40,Over 30k
30,13,Male,50,30k or less
32,10,Male,16,30k or less
30,10,Male,50,Over 30k
35,14,Male,40,30k or less
40,10,Female,44,Over 30k
38,13,Female,40,30k or less
19,6,Female,30,30k or less
32,10,Male,44,30k or less
49,14,Female,40,30k or less
76,13,Male,10,30k or less
60,13,Male,35,30k or less
60,5,Male,40,30k or less
55,16,Male,80,Over 30k
24,9,Male,40,30k or less
41,9,Female,40,Over 30k
32,9,Female,40,30k or less
45,7,Male,40,30k or less
59,13,Male,40,30k or less
31,9,Female,35,30k or less
40,9,Female,37,30k or less
44,11,Male,40,Over 30k
63,10,Female,60,30k or less
51,13,Male,20,30k or less
23,9,Male,40,30k or less
49,4,Male,48,30k or less
39,9,Male,40,Over 30k
30,9,Female,40,30k or less
31,10,Male,50,30k or less
44,14,Male,35,30k or less
43,15,Male,30,Over 30k
41,10,Male,46,Over 30k
43,9,Male,40,Over 30k
47,10,Male,40,Over 30k
46,11,Male,40,30k or less
19,10,Female,40,30k or less
24,13,Male,45,Over 30k
39,10,Male,65,30k or less
37,11,Female,30,30k or less
40,9,Male,40,30k or less
27,12,Female,40,30k or less
22,9,Female,40,30k or less
21,10,Male,12,30k or less
32,9,Female,40,30k or less
20,9,Male,40,30k or less
46,15,Male,40,Over 30k
46,11,Female,45,30k or less
26,10,Male,44,30k or less
47,13,Male,60,30k or less
22,10,Female,10,30k or less
34,9,Male,60,30k or less
20,10,Male,25,30k or less
28,9,Male,45,30k or less
30,7,Male,40,30k or less
23,9,Male,40,30k or less
42,9,Female,40,30k or less
60,4,Male,40,30k or less
30,13,Male,50,30k or less
27,10,Male,48,30k or less
20,5,Female,32,30k or less
41,10,Male,60,Over 30k
61,9,Male,40,30k or less
47,9,Female,40,Over 30k
33,5,Male,50,30k or less
40,10,Female,25,30k or less
48,13,Male,45,Over 30k
56,9,Male,40,Over 30k
57,14,Male,40,Over 30k
20,10,Female,40,30k or less
46,11,Female,36,30k or less
21,10,Female,40,30k or less
37,9,Male,40,30k or less
42,10,Male,40,30k or less
20,9,Female,30,30k or less
62,10,Female,1,30k or less
50,10,Male,40,Over 30k
49,10,Female,40,30k or less
48,12,Male,50,30k or less
24,10,Female,40,30k or less
42,9,Female,40,30k or less
52,10,Male,40,30k or less
58,12,Female,40,30k or less
37,10,Female,40,30k or less
34,9,Male,40,30k or less
18,10,Female,20,30k or less
33,10,Male,40,30k or less
41,10,Female,15,30k or less
21,12,Female,20,30k or less
23,11,Female,40,30k or less
26,10,Female,40,30k or less
33,13,Female,40,30k or less
24,10,Female,45,30k or less
27,10,Female,40,30k or less
61,4,Female,40,30k or less
35,9,Male,40,30k or less
35,9,Male,40,Over 30k
43,9,Male,40,Over 30k
51,9,Male,40,Over 30k
35,13,Male,40,30k or less
22,10,Male,40,30k or less
49,11,Male,60,Over 30k
20,9,Male,20,30k or less
19,6,Female,40,30k or less
27,9,Male,40,30k or less
42,12,Female,45,30k or less
27,10,Male,40,30k or less
23,10,Male,35,30k or less
20,10,Female,10,30k or less
47,9,Male,50,30k or less
17,8,Male,18,30k or less
76,6,Male,1,30k or less
39,10,Female,40,30k or less
31,11,Female,43,30k or less
53,11,Male,40,Over 30k
34,10,Male,45,30k or less
45,10,Male,60,30k or less
34,9,Male,45,30k or less
35,14,Male,40,Over 30k
36,10,Male,48,30k or less
45,10,Female,45,30k or less
37,10,Male,60,30k or less
53,12,Male,40,Over 30k
65,10,Male,40,30k or less
49,6,Male,70,30k or less
24,9,Male,40,30k or less
54,10,Male,40,30k or less
17,6,Female,12,30k or less
19,8,Male,16,30k or less
60,9,Female,40,30k or less
46,13,Male,35,Over 30k
78,14,Female,15,30k or less
26,10,Female,40,30k or less
37,9,Male,55,30k or less
41,14,Male,38,Over 30k
30,13,Male,40,30k or less
19,10,Female,30,30k or less
22,10,Female,24,30k or less
18,6,Male,6,30k or less
21,9,Male,40,30k or less
47,10,Male,50,30k or less
33,9,Female,36,30k or less
67,13,Male,8,Over 30k
18,6,Male,11,30k or less
36,9,Male,40,30k or less
23,10,Male,25,30k or less
25,10,Female,20,30k or less
73,9,Male,40,30k or less
31,12,Male,40,Over 30k
20,6,Male,40,30k or less
20,9,Female,40,30k or less
66,6,Male,30,30k or less
66,14,Male,50,30k or less
64,14,Female,35,30k or less
24,13,Female,40,30k or less
51,9,Male,60,30k or less
25,13,Male,60,Over 30k
33,7,Female,20,30k or less
50,9,Male,50,30k or less
34,13,Male,38,Over 30k
41,4,Female,40,30k or less
30,10,Male,40,30k or less
28,9,Male,30,30k or less
19,9,Male,40,30k or less
28,10,Male,45,30k or less
62,6,Male,40,30k or less
43,9,Male,40,30k or less
29,9,Male,40,30k or less
32,9,Male,50,30k or less
64,5,Male,40,30k or less
39,13,Female,20,Over 30k
26,13,Female,20,30k or less
19,9,Male,30,30k or less
21,9,Female,45,30k or less
32,10,Female,40,30k or less
26,13,Female,50,30k or less
20,10,Female,15,30k or less
19,10,Male,30,30k or less
33,13,Male,42,Over 30k
29,9,Male,45,30k or less
42,9,Female,40,30k or less
30,9,Male,50,30k or less
63,9,Female,20,30k or less
34,9,Male,40,30k or less
60,10,Male,24,30k or less
48,9,Male,50,30k or less
25,13,Male,50,30k or less
27,11,Female,40,30k or less
32,10,Female,40,30k or less
25,9,Male,50,30k or less
18,7,Female,16,30k or less
24,10,Female,44,30k or less
29,13,Female,40,30k or less
73,7,Male,3,30k or less
39,9,Male,40,Over 30k
33,14,Male,40,30k or less
57,9,Female,40,Over 30k
22,6,Female,40,30k or less
33,9,Female,20,30k or less
33,9,Male,60,30k or less
42,9,Male,40,30k or less
43,13,Male,45,30k or less
57,10,Male,38,Over 30k
21,10,Female,35,30k or less
42,13,Male,50,Over 30k
39,10,Male,55,30k or less
41,10,Female,32,Over 30k
20,9,Male,40,30k or less
47,10,Male,40,30k or less
44,10,Female,40,30k or less
29,13,Female,40,30k or less
71,10,Male,35,Over 30k
52,9,Male,55,30k or less
36,9,Male,40,30k or less
53,10,Male,48,Over 30k
37,9,Female,30,Over 30k
26,6,Male,40,30k or less
34,13,Male,55,Over 30k
35,13,Male,50,Over 30k
20,5,Female,40,30k or less
56,13,Male,60,30k or less
39,13,Female,36,Over 30k
24,10,Female,20,30k or less
24,7,Female,35,30k or less
23,13,Male,50,30k or less
27,13,Male,45,30k or less
25,9,Female,40,30k or less
29,10,Female,40,30k or less
42,10,Female,37,Over 30k
51,9,Male,40,30k or less
29,9,Female,40,30k or less
18,9,Female,20,30k or less
24,9,Female,36,30k or less
38,10,Male,40,30k or less
34,9,Male,50,30k or less
45,8,Male,35,30k or less
21,11,Male,40,30k or less
32,9,Male,40,30k or less
45,13,Male,40,Over 30k
42,9,Male,16,30k or less
32,9,Female,40,30k or less
49,9,Male,40,30k or less
28,13,Male,45,30k or less
29,16,Male,50,Over 30k
32,9,Male,35,30k or less
44,9,Male,25,30k or less
19,9,Male,40,30k or less
22,10,Male,40,30k or less
24,13,Female,40,30k or less
58,9,Male,50,Over 30k
56,13,Female,40,30k or less
37,6,Female,40,30k or less
43,10,Male,40,30k or less
32,9,Male,40,30k or less
34,13,Female,40,30k or less
44,5,Female,50,30k or less
28,9,Male,40,30k or less
35,9,Female,35,30k or less
38,9,Male,40,30k or less
26,10,Female,40,30k or less
20,7,Male,60,30k or less
40,9,Male,45,30k or less
23,9,Male,40,30k or less
79,7,Male,7,30k or less
44,6,Female,42,30k or less
30,9,Male,40,30k or less
50,13,Male,45,Over 30k
41,9,Male,40,30k or less
35,13,Female,30,Over 30k
28,13,Male,45,30k or less
31,11,Male,40,30k or less
22,9,Male,40,30k or less
39,9,Male,50,Over 30k
23,10,Male,40,30k or less
29,12,Male,50,30k or less
57,6,Male,60,Over 30k
47,10,Female,35,30k or less
51,9,Male,60,30k or less
34,9,Male,40,30k or less
52,9,Male,60,Over 30k
29,9,Male,40,Over 30k
29,9,Male,40,30k or less
25,10,Male,40,30k or less
21,10,Female,40,30k or less
38,13,Female,40,30k or less
55,9,Male,50,Over 30k
61,13,Female,30,30k or less
41,13,Male,40,30k or less
27,11,Male,43,30k or less
40,9,Male,40,Over 30k
26,4,Male,75,30k or less
55,9,Female,20,30k or less
26,10,Female,48,30k or less
43,9,Male,68,Over 30k
52,9,Male,55,Over 30k
42,13,Male,40,30k or less
21,11,Female,40,30k or less
44,9,Male,40,30k or less
56,9,Male,10,30k or less
33,12,Male,40,30k or less
22,6,Female,40,30k or less
43,9,Female,24,30k or less
45,9,Male,42,30k or less
42,9,Female,42,30k or less
56,5,Male,40,30k or less
40,12,Female,32,30k or less
31,13,Male,55,30k or less
26,13,Male,40,30k or less
26,13,Male,40,30k or less
42,13,Male,70,30k or less
33,13,Male,40,30k or less
37,9,Male,50,30k or less
48,9,Male,98,30k or less
57,6,Male,8,30k or less
47,10,Female,60,30k or less
58,5,Male,40,30k or less
55,7,Female,40,30k or less
52,10,Male,55,30k or less
29,13,Male,40,30k or less
42,14,Female,40,30k or less
23,9,Male,60,30k or less
23,8,Female,30,30k or less
46,11,Male,60,30k or less
30,10,Male,40,30k or less
25,10,Female,30,30k or less
32,9,Male,80,Over 30k
56,5,Male,40,30k or less
33,9,Male,43,30k or less
19,10,Male,10,30k or less
20,10,Female,18,30k or less
34,10,Male,40,30k or less
34,5,Female,40,30k or less
55,9,Male,40,30k or less
55,5,Female,23,30k or less
31,10,Male,45,30k or less
30,9,Female,40,30k or less
31,9,Male,40,30k or less
59,9,Male,40,30k or less
58,9,Female,36,30k or less
40,5,Male,40,30k or less
54,9,Male,40,30k or less
18,7,Male,30,30k or less
41,10,Male,40,30k or less
57,6,Female,40,30k or less
37,9,Male,40,Over 30k
46,9,Female,24,30k or less
39,9,Female,38,30k or less
19,9,Female,40,30k or less
41,12,Male,40,30k or less
54,9,Male,41,30k or less
39,14,Male,40,Over 30k
41,9,Male,40,Over 30k
26,15,Female,30,30k or less
57,9,Male,50,30k or less
33,10,Male,40,Over 30k
56,10,Male,40,Over 30k
60,9,Male,40,30k or less
22,9,Male,70,30k or less
58,8,Male,40,30k or less
18,9,Female,40,30k or less
56,9,Female,40,30k or less
48,9,Male,60,Over 30k
38,9,Male,32,30k or less
58,10,Female,40,30k or less
23,10,Male,50,30k or less
51,13,Male,45,30k or less
44,9,Male,70,30k or less
46,10,Male,40,30k or less
64,13,Male,40,30k or less
31,10,Male,40,30k or less
36,11,Male,50,Over 30k
21,9,Female,50,30k or less
30,10,Male,40,30k or less
31,11,Female,40,30k or less
59,5,Male,40,30k or less
28,14,Female,20,Over 30k
57,9,Female,40,30k or less
44,9,Male,45,30k or less
53,10,Male,60,30k or less
58,10,Male,60,Over 30k
19,10,Female,20,30k or less
39,12,Male,50,Over 30k
27,9,Male,40,30k or less
46,5,Female,40,30k or less
37,14,Male,40,30k or less
27,13,Female,40,30k or less
33,10,Male,55,30k or less
20,10,Male,16,30k or less
55,9,Male,45,30k or less
39,12,Female,40,30k or less
41,9,Female,40,30k or less
30,13,Female,40,30k or less
39,13,Male,40,30k or less
28,9,Female,50,30k or less
25,10,Male,24,30k or less
31,9,Male,50,30k or less
51,9,Male,60,30k or less
24,13,Male,40,30k or less
70,9,Female,32,30k or less
23,10,Male,40,30k or less
61,9,Female,40,30k or less
45,4,Male,55,Over 30k
56,10,Female,50,30k or less
20,10,Female,15,30k or less
40,13,Male,40,Over 30k
60,9,Male,5,30k or less
58,9,Male,40,Over 30k
71,15,Male,2,30k or less
50,15,Male,60,Over 30k
60,9,Male,40,Over 30k
33,12,Male,50,30k or less
33,6,Male,40,30k or less
33,9,Female,52,30k or less
32,9,Male,45,30k or less
21,10,Female,9,30k or less
38,9,Female,40,30k or less
38,10,Female,35,Over 30k
39,10,Female,30,30k or less
17,7,Female,15,30k or less
21,10,Male,40,30k or less
42,10,Male,20,Over 30k
42,9,Female,40,Over 30k
36,7,Female,40,30k or less
32,10,Female,50,Over 30k
37,13,Male,40,Over 30k
28,13,Male,40,30k or less
37,11,Male,40,30k or less
49,7,Male,40,30k or less
40,14,Male,40,Over 30k
40,10,Male,40,30k or less
49,10,Male,40,30k or less
33,9,Male,40,30k or less
24,9,Male,40,30k or less
41,14,Female,40,30k or less
84,13,Male,20,30k or less
23,9,Male,40,30k or less
41,13,Male,50,Over 30k
30,10,Male,45,30k or less
34,10,Male,40,30k or less
54,14,Male,60,30k or less
27,10,Male,40,30k or less
52,14,Female,40,Over 30k
25,9,Male,40,30k or less
52,13,Male,55,Over 30k
24,9,Female,50,30k or less
36,9,Female,40,30k or less
31,9,Male,40,30k or less
66,10,Male,20,30k or less
47,10,Female,35,30k or less
55,4,Male,50,30k or less
32,9,Female,35,30k or less
48,10,Female,40,30k or less
21,9,Male,35,30k or less
33,12,Female,40,30k or less
47,11,Female,40,30k or less
18,7,Female,24,30k or less
44,9,Male,60,Over 30k
18,6,Female,35,30k or less
56,9,Male,50,30k or less
24,13,Male,35,30k or less
43,13,Male,40,Over 30k
23,13,Female,60,30k or less
26,10,Male,42,30k or less
42,9,Male,40,30k or less
23,9,Female,40,30k or less
53,6,Male,40,30k or less
40,9,Male,25,30k or less
27,13,Male,50,30k or less
24,10,Male,60,30k or less
42,9,Female,40,30k or less
41,9,Female,40,30k or less
23,10,Male,10,30k or less
42,14,Male,65,30k or less
38,9,Male,40,Over 30k
63,4,Male,30,30k or less
31,9,Male,40,30k or less
18,7,Female,4,30k or less
21,10,Male,30,30k or less
55,10,Male,40,30k or less
31,10,Female,30,30k or less
23,10,Female,20,30k or less
51,10,Male,60,30k or less
19,10,Female,30,30k or less
38,9,Male,56,30k or less
70,15,Male,25,30k or less
53,6,Male,40,30k or less
59,16,Male,40,Over 30k
39,10,Male,43,30k or less
18,8,Female,20,30k or less
41,9,Female,30,30k or less
19,10,Male,10,30k or less
24,10,Female,40,30k or less
25,9,Female,38,30k or less
35,9,Female,40,30k or less
18,9,Male,20,30k or less
37,9,Male,42,30k or less
30,10,Female,36,30k or less
22,9,Female,40,30k or less
50,10,Female,28,30k or less
70,9,Female,23,30k or less
43,14,Male,40,Over 30k
77,10,Male,40,30k or less
30,9,Male,40,30k or less
33,10,Male,39,30k or less
22,10,Male,12,30k or less
33,9,Male,40,30k or less
27,7,Male,40,30k or less
35,10,Male,60,30k or less
32,10,Female,55,30k or less
41,13,Female,25,Over 30k
37,10,Male,40,30k or less
17,7,Male,15,30k or less
50,13,Male,55,Over 30k
54,9,Female,38,30k or less
23,9,Male,40,30k or less
40,13,Female,20,30k or less
30,11,Male,55,30k or less
43,10,Male,50,30k or less
25,10,Male,25,30k or less
39,14,Male,50,Over 30k
48,12,Male,50,Over 30k
41,9,Female,40,30k or less
24,13,Male,30,30k or less
25,10,Female,40,30k or less
57,10,Male,40,Over 30k
66,13,Male,40,Over 30k
34,10,Female,40,30k or less
46,9,Female,40,30k or less
42,14,Female,45,30k or less
34,9,Male,40,30k or less
43,10,Female,40,30k or less
42,10,Female,40,30k or less
31,13,Male,48,30k or less
70,10,Male,30,30k or less
32,10,Male,40,30k or less
42,4,Male,25,30k or less
21,11,Male,40,30k or less
24,13,Female,40,30k or less
23,9,Male,55,30k or less
37,10,Female,45,30k or less
19,7,Female,30,30k or less
44,12,Male,40,Over 30k
29,9,Male,40,30k or less
30,11,Female,24,30k or less
36,10,Male,44,30k or less
49,13,Male,45,30k or less
29,9,Male,40,30k or less
45,9,Female,40,30k or less
75,16,Male,20,Over 30k
37,12,Female,40,30k or less
51,13,Male,25,30k or less
61,9,Male,48,30k or less
50,9,Male,40,30k or less
59,9,Male,40,30k or less
25,9,Female,30,30k or less
22,9,Male,16,30k or less
56,10,Male,40,Over 30k
44,13,Female,40,30k or less
35,11,Male,50,30k or less
57,9,Male,40,30k or less
27,13,Female,40,30k or less
46,7,Male,40,30k or less
48,15,Male,60,Over 30k
61,13,Male,40,Over 30k
33,9,Male,87,30k or less
40,9,Male,40,30k or less
58,10,Male,65,Over 30k
35,10,Male,40,Over 30k
51,10,Female,50,30k or less
37,8,Female,40,30k or less
41,9,Male,54,30k or less
44,7,Male,88,30k or less
41,13,Female,48,Over 30k
34,10,Female,40,30k or less
20,10,Male,40,30k or less
38,13,Male,40,30k or less
28,11,Female,40,30k or less
20,9,Male,45,30k or less
22,13,Male,8,30k or less
55,13,Female,73,30k or less
20,10,Male,35,30k or less
26,13,Female,40,30k or less
20,9,Male,70,30k or less
40,5,Female,40,30k or less
33,9,Male,50,Over 30k
54,10,Male,50,30k or less
24,9,Female,40,30k or less
25,10,Male,46,30k or less
18,7,Male,8,30k or less
49,9,Male,60,30k or less
17,8,Male,17,30k or less
34,11,Male,45,30k or less
37,13,Male,45,Over 30k
49,10,Male,40,Over 30k
37,9,Male,40,30k or less
40,9,Female,35,Over 30k
40,6,Female,32,30k or less
